District Code,District Name,Content,Grade,2025,2024,2023
2610,Park County RE-2,Mathematics,07,- -,- -,- -
2610,Park County RE-2,Mathematics,08,- -,- -,- -
2610,Park County RE-2,English Language Arts,All Grades,22.7,43.6,42.9
2610,Park County RE-2,English Language Arts,03,- -,- -,29.6
2610,Park County RE-2,English Language Arts,04,42.1,16.7,53.1
2610,Park County RE-2,English Language Arts,05,- -,- -,44.0
2610,Park County RE-2,Mathematics,All Grades,22.4,33.8,22.9
2610,Park County RE-2,Mathematics,03,- -,- -,22.2
2610,Park County RE-2,Mathematics,04,- -,33.3,25.0
2610,Park County RE-2,Mathematics,05,21.2,- -,20.8
2620,Holyoke Re-1J,English Language Arts,All Grades,- -,- -,- -
2620,Holyoke Re-1J,English Language Arts,08,- -,- -,- -
2620,Holyoke Re-1J,Mathematics,All Grades,- -,- -,- -
2620,Holyoke Re-1J,Mathematics,08,- -,- -,- -
2620,Holyoke Re-1J,English Language Arts,All Grades,27.5,29.0,24.0
2620,Holyoke Re-1J,English Language Arts,03,22.7,32.4,23.9
2620,Holyoke Re-1J,English Language Arts,04,38.2,27.9,8.1
2620,Holyoke Re-1J,English Language Arts,05,34.9,21.1,33.3
2620,Holyoke Re-1J,English Language Arts,06,15.4,35.1,31.4
2620,Holyoke Re-1J,Mathematics,All Grades,15.0,17.4,13.0
2620,Holyoke Re-1J,Mathematics,03,18.2,32.4,23.9
2620,Holyoke Re-1J,Mathematics,04,23.5,16.3,- -
2620,Holyoke Re-1J,Mathematics,05,- -,7.9,- -
2620,Holyoke Re-1J,Mathematics,06,- -,13.5,16.1
2620,Holyoke Re-1J,English Language Arts,All Grades,- -,- -,- -
2620,Holyoke Re-1J,English Language Arts,07,- -,- -,- -
2620,Holyoke Re-1J,English Language Arts,08,- -,- -,- -
2620,Holyoke Re-1J,Mathematics,All Grades,- -,- -,- -
2620,Holyoke Re-1J,Mathematics,07,- -,- -,- -
2620,Holyoke Re-1J,Mathematics,08,- -,- -,- -
2630,Haxtun RE-2J,English Language Arts,All Grades,52.1,29.2,39.4
2630,Haxtun RE-2J,English Language Arts,03,42.9,- -,- -
2630,Haxtun RE-2J,English Language Arts,04,- -,18.2,- -
2630,Haxtun RE-2J,English Language Arts,05,71.4,- -,42.1
2630,Haxtun RE-2J,English Language Arts,06,- -,33.3,44.4
2630,Haxtun RE-2J,Mathematics,All Grades,33.8,19.2,- -
2630,Haxtun RE-2J,Mathematics,03,31.8,- -,40.0
2630,Haxtun RE-2J,Mathematics,04,- -,26.1,- -
2630,Haxtun RE-2J,Mathematics,05,23.8,- -,- -
2630,Haxtun RE-2J,Mathematics,06,- -,- -,16.7
2630,Haxtun RE-2J,English Language Arts,All Grades,36.1,43.2,37.9
2630,Haxtun RE-2J,English Language Arts,07,41.2,36.8,- -
2630,Haxtun RE-2J,English Language Arts,08,31.6,50.0,- -
2630,Haxtun RE-2J,Mathematics,All Grades,13.9,18.9,- -
2630,Haxtun RE-2J,Mathematics,07,- -,21.1,- -
2630,Haxtun RE-2J,Mathematics,08,- -,16.7,- -
2640,Aspen 1,English Language Arts,All Grades,68.7,68.5,66.7
2640,Aspen 1,English Language Arts,03,50.0,43.8,43.8
2640,Aspen 1,English Language Arts,04,- -,50.0,- -
2640,Aspen 1,English Language Arts,05,68.8,- -,- -
2640,Aspen 1,English Language Arts,06,- -,- -,- -
2640,Aspen 1,English Language Arts,07,- -,- -,- -
2640,Aspen 1,English Language Arts,08,- -,- -,- -
2640,Aspen 1,Mathematics,All Grades,66.3,55.1,46.5
2640,Aspen 1,Mathematics,03,68.8,37.5,- -
2640,Aspen 1,Mathematics,04,- -,43.8,- -
2640,Aspen 1,Mathematics,05,56.3,- -,- -
2640,Aspen 1,Mathematics,06,- -,- -,- -
2640,Aspen 1,Mathematics,07,- -,- -,- -
2640,Aspen 1,Mathematics,08,- -,- -,- -
2640,Aspen 1,English Language Arts,All Grades,52.7,49.4,44.0
2640,Aspen 1,English Language Arts,03,- -,47.7,- -
2640,Aspen 1,English Language Arts,04,- -,51.2,- -
2640,Aspen 1,Spanish Language Arts,All Grades,- -,N/A,N/A
2640,Aspen 1,Spanish Language Arts,03,- -,N/A,N/A
2640,Aspen 1,Mathematics,All Grades,44.2,43.5,37.7
2640,Aspen 1,Mathematics,03,- -,45.5,- -
2640,Aspen 1,Mathematics,04,- -,41.5,- -
2640,Aspen 1,English Language Arts,All Grades,58.9,47.7,51.5
2640,Aspen 1,English Language Arts,05,47.1,- -,- -
2640,Aspen 1,English Language Arts,06,- -,- -,- -
2640,Aspen 1,English Language Arts,07,- -,- -,- -
2640,Aspen 1,English Language Arts,08,- -,- -,- -
2640,Aspen 1,Mathematics,All Grades,45.1,38.6,39.4
2640,Aspen 1,Mathematics,05,42.5,- -,- -
2640,Aspen 1,Mathematics,06,- -,- -,- -
2640,Aspen 1,Mathematics,07,- -,- -,- -
2640,Aspen 1,Mathematics,08,- -,- -,- -
2650,Granada RE-1,English Language Arts,All Grades,26.8,30.8,26.4
2650,Granada RE-1,English Language Arts,03,17.4,- -,- -
2650,Granada RE-1,English Language Arts,04,- -,- -,- -
2650,Granada RE-1,English Language Arts,05,- -,- -,37.5
2650,Granada RE-1,English Language Arts,06,- -,37.5,18.8
2650,Granada RE-1,Mathematics,All Grades,21.4,19.2,15.1
2650,Granada RE-1,Mathematics,03,- -,- -,- -
2650,Granada RE-1,Mathematics,04,- -,- -,- -
2650,Granada RE-1,Mathematics,05,- -,- -,- -
2650,Granada RE-1,Mathematics,06,- -,25.0,- -
2650,Granada RE-1,English Language Arts,All Grades,41.2,44.8,56.7
2650,Granada RE-1,English Language Arts,07,43.8,- -,- -
2650,Granada RE-1,English Language Arts,08,38.9,- -,- -
2650,Granada RE-1,Mathematics,All Grades,8.8,24.1,20.0
2650,Granada RE-1,Mathematics,07,- -,- -,- -
2650,Granada RE-1,Mathematics,08,- -,- -,- -
2660,Lamar Re-2,English Language Arts,All Grades,52.7,58.1,60.0
2660,Lamar Re-2,English Language Arts,03,60.0,70.6,63.2
2660,Lamar Re-2,English Language Arts,04,50.0,55.0,- -
2660,Lamar Re-2,English Language Arts,05,57.9,50.0,57.9
2660,Lamar Re-2,English Language Arts,06,41.2,58.8,- -
2660,Lamar Re-2,Mathematics,All Grades,41.9,37.8,44.3
2660,Lamar Re-2,Mathematics,03,75.0,64.7,63.2
2660,Lamar Re-2,Mathematics,04,- -,- -,- -
2660,Lamar Re-2,Mathematics,05,36.8,- -,42.1
2660,Lamar Re-2,Mathematics,06,- -,58.8,- -
2660,Lamar Re-2,English Language Arts,All Grades,32.6,31.0,25.3
2660,Lamar Re-2,English Language Arts,06,34.2,31.9,- -
2660,Lamar Re-2,English Language Arts,07,35.6,31.6,29.2
2660,Lamar Re-2,English Language Arts,08,26.7,29.6,- -
2660,Lamar Re-2,Mathematics,All Grades,23.4,19.6,14.7
2660,Lamar Re-2,Mathematics,06,21.3,26.6,- -
2660,Lamar Re-2,Mathematics,07,28.6,16.9,- -
2660,Lamar Re-2,Mathematics,08,18.4,15.2,18.0
2660,Lamar Re-2,English Language Arts,All Grades,18.1,21.2,24.6
2660,Lamar Re-2,English Language Arts,03,21.5,19.5,13.8
2660,Lamar Re-2,English Language Arts,04,14.1,17.2,22.1
2660,Lamar Re-2,English Language Arts,05,18.6,26.0,34.1
2660,Lamar Re-2,Spanish Language Arts,All Grades,- -,- -,- -
2660,Lamar Re-2,Spanish Language Arts,04,- -,N/A,N/A
2660,Lamar Re-2,Mathematics,All Grades,9.5,12.6,25.2
2660,Lamar Re-2,Mathematics,03,12.9,9.1,8.5
2660,Lamar Re-2,Mathematics,04,- -,- -,22.1
2660,Lamar Re-2,Mathematics,05,- -,- -,39.3
2670,Holly RE-3,English Language Arts,All Grades,37.1,20.2,27.0
2670,Holly RE-3,English Language Arts,03,58.8,- -,25.0
2670,Holly RE-3,English Language Arts,04,50.0,18.2,- -
2670,Holly RE-3,English Language Arts,05,20.0,- -,50.0
2670,Holly RE-3,English Language Arts,06,31.3,21.1,20.8
2670,Holly RE-3,English Language Arts,07,45.0,16.7,- -
2670,Holly RE-3,English Language Arts,08,27.3,- -,- -
2670,Holly RE-3,Mathematics,All Grades,26.7,20.2,17.9
2670,Holly RE-3,Mathematics,03,41.2,- -,19.0
2670,Holly RE-3,Mathematics,04,37.5,- -,- -
2670,Holly RE-3,Mathematics,05,12.0,- -,16.7
2670,Holly RE-3,Mathematics,06,18.8,21.1,29.2
2670,Holly RE-3,Mathematics,07,35.0,17.4,- -
2670,Holly RE-3,Mathematics,08,22.7,21.1,- -
2680,Wiley RE-13 Jt,English Language Arts,All Grades,58.0,55.2,43.9
2680,Wiley RE-13 Jt,English Language Arts,03,63.6,69.2,38.5
2680,Wiley RE-13 Jt,English Language Arts,04,52.0,43.5,55.6
2680,Wiley RE-13 Jt,English Language Arts,05,59.1,50.0,40.9
2680,Wiley RE-13 Jt,Mathematics,All Grades,42.0,41.8,33.3
2680,Wiley RE-13 Jt,Mathematics,03,45.5,53.8,38.5
2680,Wiley RE-13 Jt,Mathematics,04,44.0,34.8,27.8
2680,Wiley RE-13 Jt,Mathematics,05,36.4,33.3,31.8
2680,Wiley RE-13 Jt,English Language Arts,All Grades,34.0,31.5,39.1
2680,Wiley RE-13 Jt,English Language Arts,06,31.3,36.4,- -
2680,Wiley RE-13 Jt,English Language Arts,07,45.0,- -,- -
2680,Wiley RE-13 Jt,English Language Arts,08,23.5,- -,47.1
2680,Wiley RE-13 Jt,Mathematics,All Grades,26.4,18.5,19.6
2680,Wiley RE-13 Jt,Mathematics,06,25.0,31.8,- -
2680,Wiley RE-13 Jt,Mathematics,07,30.0,- -,- -
2680,Wiley RE-13 Jt,Mathematics,08,23.5,- -,35.3
2690,Pueblo City 60,English Language Arts,All Grades,21.5,19.3,20.1
2690,Pueblo City 60,English Language Arts,03,22.2,25.0,19.4
2690,Pueblo City 60,English Language Arts,04,20.5,15.8,20.6
2690,Pueblo City 60,English Language Arts,05,21.6,18.6,20.3
2690,Pueblo City 60,Mathematics,All Grades,20.7,19.3,17.1
2690,Pueblo City 60,Mathematics,03,24.1,31.8,22.4
2690,Pueblo City 60,Mathematics,04,18.2,17.5,11.6
2690,Pueblo City 60,Mathematics,05,19.2,12.9,17.4
2690,Pueblo City 60,English Language Arts,All Grades,33.5,31.9,31.8
2690,Pueblo City 60,English Language Arts,03,15.9,38.3,23.3
2690,Pueblo City 60,English Language Arts,04,35.4,24.5,27.3
2690,Pueblo City 60,English Language Arts,05,51.8,33.3,44.4
2690,Pueblo City 60,Mathematics,All Grades,18.7,23.4,26.5
2690,Pueblo City 60,Mathematics,03,9.5,33.3,20.9
2690,Pueblo City 60,Mathematics,04,31.3,16.3,27.3
2690,Pueblo City 60,Mathematics,05,18.2,20.8,31.1
2690,Pueblo City 60,English Language Arts,All Grades,22.0,10.5,16.3
2690,Pueblo City 60,English Language Arts,03,23.3,17.2,- -
2690,Pueblo City 60,English Language Arts,04,20.7,- -,- -
2690,Pueblo City 60,English Language Arts,05,21.9,- -,32.0
2690,Pueblo City 60,Mathematics,All Grades,12.2,10.3,10.0
2690,Pueblo City 60,Mathematics,03,13.8,- -,- -
2690,Pueblo City 60,Mathematics,04,13.8,- -,10.7
2690,Pueblo City 60,Mathematics,05,9.4,13.3,- -
2690,Pueblo City 60,English Language Arts,All Grades,12.8,9.8,12.5
2690,Pueblo City 60,English Language Arts,03,11.1,10.0,- -
2690,Pueblo City 60,English Language Arts,04,17.9,11.1,13.3
2690,Pueblo City 60,English Language Arts,05,8.8,8.3,- -
2690,Pueblo City 60,Mathematics,All Grades,14.7,17.0,7.0
2690,Pueblo City 60,Mathematics,03,- -,37.5,11.6
2690,Pueblo City 60,Mathematics,04,17.9,- -,- -
2690,Pueblo City 60,Mathematics,05,- -,- -,- -
2690,Pueblo City 60,English Language Arts,All Grades,11.4,17.3,19.4
2690,Pueblo City 60,English Language Arts,03,- -,29.2,- -
2690,Pueblo City 60,English Language Arts,04,- -,- -,- -
2690,Pueblo City 60,English Language Arts,05,20.8,- -,32.4
2690,Pueblo City 60,Mathematics,All Grades,5.6,9.8,16.5
2690,Pueblo City 60,Mathematics,03,- -,21.7,- -
2690,Pueblo City 60,Mathematics,04,- -,- -,- -
2690,Pueblo City 60,Mathematics,05,- -,- -,32.4
2690,Pueblo City 60,English Language Arts,All Grades,16.3,15.8,17.4
2690,Pueblo City 60,English Language Arts,03,12.3,20.8,20.9
2690,Pueblo City 60,English Language Arts,04,19.0,14.3,9.9
2690,Pueblo City 60,English Language Arts,05,12.5,12.5,15.4
2690,Pueblo City 60,English Language Arts,06,18.4,10.8,15.4
2690,Pueblo City 60,English Language Arts,07,19.2,23.4,24.5
2690,Pueblo City 60,English Language Arts,08,16.4,13.9,16.2
2690,Pueblo City 60,Mathematics,All Grades,4.8,6.0,5.7
2690,Pueblo City 60,Mathematics,03,6.8,11.1,14.9
2690,Pueblo City 60,Mathematics,04,- -,5.8,- -
2690,Pueblo City 60,Mathematics,05,8.9,6.9,- -
2690,Pueblo City 60,Mathematics,06,6.3,3.8,3.8
2690,Pueblo City 60,Mathematics,07,- -,4.3,6.3
2690,Pueblo City 60,Mathematics,08,- -,6.0,3.8
2690,Pueblo City 60,English Language Arts,All Grades,40.1,42.0,41.0
2690,Pueblo City 60,English Language Arts,03,32.3,26.4,21.9
2690,Pueblo City 60,English Language Arts,04,21.5,37.0,43.1
2690,Pueblo City 60,English Language Arts,05,46.4,42.9,46.8
2690,Pueblo City 60,English Language Arts,06,46.9,53.1,42.9
2690,Pueblo City 60,English Language Arts,07,56.0,55.1,41.7
2690,Pueblo City 60,English Language Arts,08,44.0,44.9,52.2
2690,Pueblo City 60,Mathematics,All Grades,33.6,37.0,33.0
2690,Pueblo City 60,Mathematics,03,33.9,34.7,35.9
2690,Pueblo City 60,Mathematics,04,16.4,37.0,33.8
2690,Pueblo City 60,Mathematics,05,40.7,35.7,35.4
2690,Pueblo City 60,Mathematics,06,45.8,53.1,36.7
2690,Pueblo City 60,Mathematics,07,37.5,38.8,22.9
2690,Pueblo City 60,Mathematics,08,31.3,24.5,30.4
2690,Pueblo City 60,English Language Arts,All Grades,34.7,30.6,26.2
2690,Pueblo City 60,English Language Arts,03,39.1,37.3,33.3
2690,Pueblo City 60,English Language Arts,04,32.7,29.6,25.6
2690,Pueblo City 60,English Language Arts,05,32.7,23.1,15.4
2690,Pueblo City 60,Mathematics,All Grades,24.8,30.3,20.0
2690,Pueblo City 60,Mathematics,03,43.5,48.1,30.2
2690,Pueblo City 60,Mathematics,04,14.0,25.9,14.0
2690,Pueblo City 60,Mathematics,05,18.4,12.8,10.3
2690,Pueblo City 60,English Language Arts,All Grades,48.4,50.7,50.9
2690,Pueblo City 60,English Language Arts,04,53.8,46.7,55.6
2690,Pueblo City 60,English Language Arts,05,56.8,52.9,68.8
2690,Pueblo City 60,English Language Arts,06,34.1,60.6,45.9
2690,Pueblo City 60,English Language Arts,07,61.7,43.9,46.5
2690,Pueblo City 60,English Language Arts,08,43.1,49.2,44.8
2690,Pueblo City 60,Mathematics,All Grades,30.1,33.3,30.2
2690,Pueblo City 60,Mathematics,04,56.9,54.7,38.9
2690,Pueblo City 60,Mathematics,05,59.3,50.6,64.9
2690,Pueblo City 60,Mathematics,06,16.7,32.7,16.1
2690,Pueblo City 60,Mathematics,07,26.9,15.7,18.0
2690,Pueblo City 60,Mathematics,08,13.2,24.6,27.6
2690,Pueblo City 60,English Language Arts,All Grades,23.4,23.1,22.4
2690,Pueblo City 60,English Language Arts,03,15.4,15.0,- -
2690,Pueblo City 60,English Language Arts,04,18.9,19.4,27.9
2690,Pueblo City 60,English Language Arts,05,37.1,35.1,- -
2690,Pueblo City 60,Mathematics,All Grades,16.4,25.0,22.4
2690,Pueblo City 60,Mathematics,03,15.8,37.5,21.9
2690,Pueblo City 60,Mathematics,04,18.9,16.1,20.9
2690,Pueblo City 60,Mathematics,05,14.3,18.9,25.0
2690,Pueblo City 60,English Language Arts,All Grades,46.6,48.4,51.8
2690,Pueblo City 60,English Language Arts,03,46.6,48.4,51.8
2690,Pueblo City 60,Mathematics,All Grades,43.1,45.2,48.8
2690,Pueblo City 60,Mathematics,03,43.1,45.2,48.8
2690,Pueblo City 60,English Language Arts,All Grades,46.2,47.6,45.2
2690,Pueblo City 60,English Language Arts,03,35.1,40.5,45.2
2690,Pueblo City 60,English Language Arts,04,40.0,51.5,47.4
2690,Pueblo City 60,English Language Arts,05,69.0,51.4,43.5
2690,Pueblo City 60,Mathematics,All Grades,45.8,51.4,37.4
2690,Pueblo City 60,Mathematics,03,39.5,51.4,38.7
2690,Pueblo City 60,Mathematics,04,40.0,48.5,50.0
2690,Pueblo City 60,Mathematics,05,62.1,54.3,26.1
2690,Pueblo City 60,English Language Arts,All Grades,30.8,21.2,22.1
2690,Pueblo City 60,English Language Arts,03,35.5,25.0,8.5
2690,Pueblo City 60,English Language Arts,04,35.5,14.3,34.9
2690,Pueblo City 60,English Language Arts,05,20.7,25.0,25.0
2690,Pueblo City 60,Mathematics,All Grades,21.7,19.2,12.9
2690,Pueblo City 60,Mathematics,03,32.3,27.8,10.4
2690,Pueblo City 60,Mathematics,04,- -,11.4,11.6
2690,Pueblo City 60,Mathematics,05,- -,17.9,18.2
2690,Pueblo City 60,English Language Arts,All Grades,15.6,15.3,19.5
2690,Pueblo City 60,English Language Arts,03,- -,20.5,21.2
2690,Pueblo City 60,English Language Arts,04,23.1,10.2,8.9
2690,Pueblo City 60,English Language Arts,05,- -,15.8,26.3
2690,Pueblo City 60,Mathematics,All Grades,12.0,18.2,13.6
2690,Pueblo City 60,Mathematics,03,8.8,36.4,23.1
2690,Pueblo City 60,Mathematics,04,18.4,10.2,8.9
2690,Pueblo City 60,Mathematics,05,8.3,7.7,8.8
2690,Pueblo City 60,English Language Arts,All Grades,31.8,22.9,22.1
2690,Pueblo City 60,English Language Arts,03,21.3,15.4,17.6
2690,Pueblo City 60,English Language Arts,04,40.0,18.2,29.1
2690,Pueblo City 60,English Language Arts,05,39.4,33.3,18.6
2690,Pueblo City 60,Spanish Language Arts,All Grades,- -,N/A,N/A
2690,Pueblo City 60,Spanish Language Arts,03,- -,N/A,N/A
2690,Pueblo City 60,Mathematics,All Grades,31.0,21.9,14.9
2690,Pueblo City 60,Mathematics,03,25.0,15.8,11.8
2690,Pueblo City 60,Mathematics,04,34.4,20.5,20.0
2690,Pueblo City 60,Mathematics,05,36.4,28.3,11.9
2690,Pueblo City 60,English Language Arts,All Grades,14.0,15.0,12.7
2690,Pueblo City 60,English Language Arts,06,16.8,13.2,12.4
2690,Pueblo City 60,English Language Arts,07,15.3,20.2,11.9
2690,Pueblo City 60,English Language Arts,08,10.3,11.2,13.9
2690,Pueblo City 60,Mathematics,All Grades,4.0,3.4,4.2
2690,Pueblo City 60,Mathematics,06,4.2,- -,2.7
2690,Pueblo City 60,Mathematics,07,5.1,- -,3.4
2690,Pueblo City 60,Mathematics,08,2.9,5.1,6.5
2690,Pueblo City 60,English Language Arts,All Grades,13.1,15.5,14.3
2690,Pueblo City 60,English Language Arts,06,13.7,12.9,17.2
2690,Pueblo City 60,English Language Arts,07,11.6,18.5,14.6
2690,Pueblo City 60,English Language Arts,08,14.0,15.4,11.1
2690,Pueblo City 60,Mathematics,All Grades,6.4,3.6,4.9
2690,Pueblo City 60,Mathematics,06,11.3,2.2,6.6
2690,Pueblo City 60,Mathematics,07,3.3,3.1,2.4
2690,Pueblo City 60,Mathematics,08,4.1,5.1,5.8
2690,Pueblo City 60,English Language Arts,All Grades,53.9,46.7,25.9
2690,Pueblo City 60,English Language Arts,03,42.5,51.4,27.3
2690,Pueblo City 60,English Language Arts,04,59.3,35.0,27.3
2690,Pueblo City 60,English Language Arts,05,62.9,56.7,22.9
2690,Pueblo City 60,Mathematics,All Grades,50.9,41.9,32.1
2690,Pueblo City 60,Mathematics,03,46.5,48.6,27.3
2690,Pueblo City 60,Mathematics,04,55.6,30.0,39.4
2690,Pueblo City 60,Mathematics,05,52.8,50.0,31.4
2690,Pueblo City 60,English Language Arts,All Grades,21.9,21.3,18.8
2690,Pueblo City 60,English Language Arts,03,33.3,30.2,18.8
2690,Pueblo City 60,English Language Arts,04,20.4,12.5,18.9
2690,Pueblo City 60,English Language Arts,05,12.2,20.4,18.6
2690,Pueblo City 60,Mathematics,All Grades,16.4,17.2,21.9
2690,Pueblo City 60,Mathematics,03,35.4,26.4,20.3
2690,Pueblo City 60,Mathematics,04,- -,14.3,24.1
2690,Pueblo City 60,Mathematics,05,- -,10.2,21.7
2690,Pueblo City 60,English Language Arts,All Grades,12.5,20.0,15.3
2690,Pueblo City 60,English Language Arts,03,9.6,27.9,22.2
2690,Pueblo City 60,English Language Arts,04,12.2,15.1,10.0
2690,Pueblo City 60,English Language Arts,05,15.7,18.4,14.3
2690,Pueblo City 60,Mathematics,All Grades,19.9,20.8,16.7
2690,Pueblo City 60,Mathematics,03,22.6,39.5,31.8
2690,Pueblo City 60,Mathematics,04,26.2,9.6,7.8
2690,Pueblo City 60,Mathematics,05,11.8,16.3,11.6
2690,Pueblo City 60,English Language Arts,All Grades,19.1,25.5,29.9
2690,Pueblo City 60,English Language Arts,03,20.8,- -,28.6
2690,Pueblo City 60,English Language Arts,04,- -,41.7,29.6
2690,Pueblo City 60,English Language Arts,05,36.0,19.0,42.3
2690,Pueblo City 60,English Language Arts,06,- -,- -,18.8
2690,Pueblo City 60,English Language Arts,07,21.4,25.8,31.8
2690,Pueblo City 60,English Language Arts,08,22.2,34.8,30.8
2690,Pueblo City 60,Mathematics,All Grades,9.8,9.5,14.3
2690,Pueblo City 60,Mathematics,03,- -,- -,33.3
2690,Pueblo City 60,Mathematics,04,- -,21.7,18.5
2690,Pueblo City 60,Mathematics,05,24.0,- -,11.5
2690,Pueblo City 60,Mathematics,06,- -,- -,- -
2690,Pueblo City 60,Mathematics,07,- -,9.7,- -
2690,Pueblo City 60,Mathematics,08,16.7,- -,15.4
2690,Pueblo City 60,English Language Arts,All Grades,11.6,15.8,16.7
2690,Pueblo City 60,English Language Arts,03,15.9,14.6,21.3
2690,Pueblo City 60,English Language Arts,04,- -,11.4,- -
2690,Pueblo City 60,English Language Arts,05,9.5,17.4,23.1
2690,Pueblo City 60,English Language Arts,06,- -,15.8,- -
2690,Pueblo City 60,English Language Arts,07,24.5,14.0,18.8
2690,Pueblo City 60,English Language Arts,08,9.5,20.3,19.2
2690,Pueblo City 60,Mathematics,All Grades,6.0,5.4,7.2
2690,Pueblo City 60,Mathematics,03,11.4,14.6,10.6
2690,Pueblo City 60,Mathematics,04,14.3,6.8,- -
2690,Pueblo City 60,Mathematics,05,- -,- -,7.7
2690,Pueblo City 60,Mathematics,06,- -,- -,- -
2690,Pueblo City 60,Mathematics,07,9.4,6.0,8.7
2690,Pueblo City 60,Mathematics,08,- -,- -,9.6
2690,Pueblo City 60,English Language Arts,All Grades,26.8,N/A,N/A
2690,Pueblo City 60,English Language Arts,03,18.4,N/A,N/A
2690,Pueblo City 60,English Language Arts,04,27.8,N/A,N/A
2690,Pueblo City 60,English Language Arts,05,25.5,N/A,N/A
2690,Pueblo City 60,English Language Arts,06,38.2,N/A,N/A
2690,Pueblo City 60,English Language Arts,07,23.7,N/A,N/A
2690,Pueblo City 60,Mathematics,All Grades,16.0,N/A,N/A
2690,Pueblo City 60,Mathematics,03,22.4,N/A,N/A
2690,Pueblo City 60,Mathematics,04,26.3,N/A,N/A
2690,Pueblo City 60,Mathematics,05,21.8,N/A,N/A
2690,Pueblo City 60,Mathematics,06,- -,N/A,N/A
2690,Pueblo City 60,Mathematics,07,- -,N/A,N/A
2690,Pueblo City 60,English Language Arts,All Grades,16.1,20.2,17.0
2690,Pueblo City 60,English Language Arts,06,- -,- -,- -
